square_footage,miles_from_downtown,square_miles_of_nearby_parks,age_of_home,home_price
1369.0,0.9802202901339097,0.04573115505482265,9.389163955806323,547270.0
956.0,12.88067963757826,0.03812418961934285,17.412604833867075,334983.0
1681.0,27.387029529661852,0.08999913127674028,13.691625904253355,610672.0
1261.0,16.441135688911196,0.2800961825962259,17.08378715643289,473848.0
1903.0,6.109078178896443,0.2727902609797555,6.450034286268854,775016.0
1451.0,4.314326724689641,0.07307406282954294,11.516930468288264,564582.0
1814.0,29.74207813034985,0.27560561767442426,6.91515181822447,705454.0
1143.0,24.416163343951112,0.07931942481664135,23.632068708851033,387903.0
1154.0,10.073965348889706,0.21226879397872395,34.0494662867946,397987.0
905.0,29.594702322283172,0.28476964102659996,22.279097717767947,299206.0
1830.0,22.744562814056856,0.2377571044012659,0.16046927785228846,731253.0
1791.0,27.293599789878638,0.08145494187920262,30.876987768770427,608807.0
1891.0,10.48005587267481,0.03102933567341104,12.631339368181976,717979.0
1298.0,13.473671838842055,0.0650851220574995,0.11500404609033074,516223.0
1883.0,2.3982484628016385,0.2546041839302885,1.3156137500509364,791335.0
1253.0,0.531843237639722,0.1219810684329905,17.223612505630854,491303.0
1261.0,21.52118061306843,0.24783313938408824,44.64794555266032,397209.0
1592.0,6.97692961501169,0.16589529021033136,13.852435531673462,635761.0
1668.0,22.56359617493382,0.23182467540557994,11.509804027530189,645745.0
1300.0,14.29477640749363,0.13999890926410186,30.585847287953662,463860.0
1154.0,20.087076132893237,0.09295932172229365,45.31178881561867,318168.0
1566.0,16.242762736312716,0.01608334638631458,11.426705380243051,577927.0
1588.0,1.16287880821623,0.2989385852270412,1.2260353914631055,692001.0
1000.0,13.813304483833047,0.14510905768062307,42.93684929377676,306686.0
1954.0,22.155630246720488,0.0703001097668033,22.62421592390542,712607.0
1606.0,18.975196821665985,0.2888652066204552,19.792956849330103,598341.0
1513.0,25.446959940817845,0.0925861783845528,49.52456235812046,469288.0
1569.0,18.914081615852723,0.12302918667836146,38.93967556886671,515485.0
1047.0,26.0141882367423,0.11591966920449256,19.570843929551014,340879.0
947.0,3.108988887842863,0.11069490204463195,29.287847353679226,324963.0
1245.0,3.478780283066043,0.1981556166601021,21.184090515157653,481863.0
1815.0,22.65533622844292,0.004953849307242142,64.11345742325278,540351.0
1864.0,2.980794497001656,0.06464015360322628,18.49694836247243,726440.0
1645.0,18.969134502609524,0.16126978665280098,18.898666449075726,606443.0
1429.0,13.261439194214864,0.09642573908198039,26.256614795143957,509303.0
1352.0,12.432572057062416,0.03003378862783741,5.886396085957976,546409.0
1329.0,2.493568182698489,0.26491117693189337,37.321501730851466,470594.0
1600.0,16.366366493556608,0.272996337332055,21.51114559109562,626098.0
1081.0,8.72347985354738,0.2487548671797077,5.72999021355203,432122.0
893.0,14.715015041597193,0.2059950573700635,8.849076569950547,353843.0
1071.0,0.354949816838771,0.15846411304341215,5.813120133587693,451316.0
1133.0,5.78034116234162,0.16383434834368574,14.331378646524396,427223.0
1164.0,26.20888298117157,0.2889996054516316,11.147673141268859,446924.0
1506.0,5.485315023128842,0.21054649200510536,23.889750335942868,569752.0
1592.0,7.432708235283214,0.18672488272034352,0.9589875572628702,670947.0
1646.0,24.094408621599456,0.25085685280202513,27.204768681563763,573955.0
1267.0,25.511536121009467,0.004411783214087339,8.170623015068786,452343.0
1861.0,3.057856105353358,0.21970743465847845,13.370700509363727,747998.0
1570.0,8.103430493038067,0.1604218114609586,4.282031098652384,641712.0
1743.0,23.52592164004526,0.27225847437639034,25.67016456972665,655607.0
1894.0,27.10628259649613,0.16702952315954583,17.012505860174823,695735.0
1095.0,4.8314772447238505,0.25263136637138667,21.349822165627963,442292.0
1704.0,16.70023928466759,0.18033747255588872,11.540731320712156,656767.0
1488.0,25.462237288075602,0.09953111991420903,37.849537165303516,495542.0
1607.0,19.005977795104958,0.20258145227408383,10.03615853376473,604315.0
1756.0,15.136808235412358,0.1825298709251042,51.89481761003827,586021.0
1428.0,4.535129180969571,0.14321731698452006,36.985415130596095,517510.0
1639.0,16.81452150581369,0.1547693497756924,25.572207503773004,591154.0
1045.0,28.43104891552414,0.01565513293110916,13.276188554189359,352312.0
1016.0,19.351331433694092,0.03582994474912834,10.751755787114735,378929.0
1400.0,27.71219273599755,0.01969702137805297,10.765342367290073,493253.0
991.0,4.121661432610049,0.16933379334087262,17.50210671106091,393946.0
922.0,28.060770276509736,0.27298560978222913,4.532573657343432,336852.0
1097.0,25.014176643567005,0.25099607740631963,16.802166828320335,382773.0
984.0,6.79148252001775,0.22346078692823507,5.598047745767922,413157.0
